seqnames	strand	qwidth	start	end	width	nbrJunctions	read	flag	rname	pos	mapq	NM	nbrM	nbrI	nbrD	nbrN	nbrS	nbrH	nbrP	nbrX	readLength	alignedLength	nbrPrimaryAlignments	nbrSecondaryAlignments	nbrSupplementaryAlignments
ENST00000688413.1	-	733	722	893	172	0	40273e89-11e7-4fa7-95bc-45361b2682eb	272	ENST00000688413.1	722	0	13	170	4	2	0	559	0	0	0	733	174	1	31	0
ENST00000688413.1	-	792	722	860	139	0	14db7918-e4c6-41ad-adf9-0f9a78c8daa6	272	ENST00000688413.1	722	0	23	138	8	1	0	646	0	0	0	792	146	1	35	0
ENST00000688413.1	-	584	729	860	132	0	197452af-2977-4b61-9898-7d0676587f0e	272	ENST00000688413.1	729	0	9	130	1	2	0	453	0	0	0	584	131	1	45	0
ENST00000688413.1	-	455	735	811	77	0	17db45a8-3e1f-43b6-8953-1bf2dcb7bcff	272	ENST00000688413.1	735	0	5	77	0	0	0	378	0	0	0	455	77	1	57	1
ENST00000688413.1	-	411	736	929	194	0	df4f7a6f-d44a-418e-a64b-293d0944702b	272	ENST00000688413.1	736	0	32	192	15	2	0	204	0	0	0	411	207	1	38	0
ENST00000688413.1	-	436	736	1038	303	0	2cb82659-47de-423d-9828-666946d4e249	272	ENST00000688413.1	736	0	79	262	3	41	0	171	0	0	0	436	265	1	43	0
ENST00000688413.1	+	1391	738	813	76	0	0d4b4708-2daa-444f-baaf-207b85716df1	256	ENST00000688413.1	738	0	4	76	0	0	0	1315	0	0	0	1391	76	1	68	1
ENST00000688413.1	-	1368	739	993	255	0	cf5c8138-0d2c-4af0-98bd-540870bebb70	272	ENST00000688413.1	739	0	28	249	6	6	0	1113	0	0	0	1368	255	1	44	1
ENST00000688413.1	+	852	742	912	171	0	6b3598a8-d4d7-4bd8-89da-0cf216619203	256	ENST00000688413.1	742	0	19	166	3	5	0	683	0	0	0	852	169	1	55	0
ENST00000688413.1	+	1789	746	991	246	0	895680c7-aab3-495a-a32d-26ef74b49fdf	256	ENST00000688413.1	746	0	33	243	1	3	0	1545	0	0	0	1789	244	1	81	1
ENST00000688413.1	+	792	748	976	229	0	1c4cb6ae-468b-4b36-983f-42d6e12cdcbb	256	ENST00000688413.1	748	0	49	221	5	8	0	566	0	0	0	792	226	1	12	0
ENST00000688413.1	+	786	749	899	151	0	8cd7ed8c-3a62-49a5-8bb0-137857c09276	256	ENST00000688413.1	749	0	13	145	1	6	0	640	0	0	0	786	146	1	54	1
ENST00000688413.1	+	1976	750	860	111	0	5afdd71b-33c5-445f-8f6e-435b804eb04d	256	ENST00000688413.1	750	0	7	110	4	1	0	1862	0	0	0	1976	114	1	39	1
ENST00000688413.1	+	1158	751	860	110	0	048c2516-6228-4762-bfef-1bd86d564bc6	256	ENST00000688413.1	751	0	5	110	5	0	0	1043	0	0	0	1158	115	1	36	0
ENST00000688413.1	+	789	751	1157	407	0	bf66cc81-aa02-49ce-9625-f63887d20c60	256	ENST00000688413.1	751	0	43	390	10	17	0	389	0	0	0	789	400	1	18	0
ENST00000688413.1	-	417	751	846	96	0	70207b36-0e78-4ddd-a923-29034316324c	272	ENST00000688413.1	751	0	3	96	0	0	0	321	0	0	0	417	96	1	61	0
ENST00000688413.1	+	1555	752	823	72	0	10380040-f035-4b50-a954-0c322a0efd5a	256	ENST00000688413.1	752	0	9	68	3	4	0	1484	0	0	0	1555	71	1	35	0
ENST00000688413.1	+	992	753	860	108	0	d1992674-3220-4757-8152-5d3cbe5d0a67	256	ENST00000688413.1	753	0	5	108	0	0	0	884	0	0	0	992	108	1	51	0
ENST00000688413.1	+	1048	754	897	144	0	d17eb9eb-add0-42d9-9e04-ca4e2f460629	256	ENST00000688413.1	754	0	5	144	0	0	0	904	0	0	0	1048	144	1	22	0
ENST00000688413.1	+	437	754	860	107	0	961aaa9a-e593-4f33-96b9-15dd820fcdc7	256	ENST00000688413.1	754	0	3	107	0	0	0	330	0	0	0	437	107	1	34	0
ENST00000688413.1	+	230	754	860	107	0	a9031a71-71f3-4f4f-874f-293f2157e05f	256	ENST00000688413.1	754	0	6	107	0	0	0	123	0	0	0	230	107	1	56	0
ENST00000688413.1	+	1451	754	897	144	0	c131c1e7-9cf1-419d-9091-38907883b1ac	256	ENST00000688413.1	754	0	18	137	2	7	0	1312	0	0	0	1451	139	1	22	0
ENST00000688413.1	+	728	754	894	141	0	050049fe-76df-408c-aa6b-4fdb3ca4db56	256	ENST00000688413.1	754	0	14	139	1	2	0	588	0	0	0	728	140	1	30	0
ENST00000688413.1	+	342	754	810	57	0	3098cdfd-b0e7-4e97-8a03-87ad455e59af	256	ENST00000688413.1	754	0	2	57	1	0	0	284	0	0	0	342	58	1	45	0
ENST00000688413.1	+	572	754	860	107	0	35f903b9-a25c-4962-839e-ab64ad782e04	256	ENST00000688413.1	754	0	3	107	0	0	0	465	0	0	0	572	107	1	41	1
ENST00000688413.1	+	308	754	860	107	0	9557df88-e57a-4818-aac8-b64e2cc86c48	256	ENST00000688413.1	754	0	3	107	0	0	0	201	0	0	0	308	107	1	37	0
ENST00000688413.1	+	1603	754	907	154	0	c79dc2a3-6fbe-4664-a8aa-a2ba41983c56	256	ENST00000688413.1	754	0	19	143	0	11	0	1460	0	0	0	1603	143	1	33	0
ENST00000688413.1	+	385	754	860	107	0	795a99a3-1112-40f5-8187-692e025706f3	256	ENST00000688413.1	754	0	4	106	1	1	0	278	0	0	0	385	107	1	43	0
ENST00000688413.1	+	675	754	909	156	0	425c93e8-27c4-4a27-9974-6341302b7310	256	ENST00000688413.1	754	0	14	152	1	4	0	522	0	0	0	675	153	1	74	1
ENST00000688413.1	+	462	754	1050	297	0	8daccf16-1567-4bd0-95b7-4ac2008554f9	256	ENST00000688413.1	754	0	42	283	2	14	0	177	0	0	0	462	285	1	35	0
ENST00000688413.1	+	513	754	1147	394	0	27a683f4-94e3-476b-840e-890d0b3273b2	256	ENST00000688413.1	754	0	45	389	7	5	0	117	0	0	0	513	396	1	12	0
ENST00000688413.1	+	450	754	889	136	0	4b8bc932-5e9b-495a-bcde-c1396a080622	256	ENST00000688413.1	754	0	9	131	0	5	0	319	0	0	0	450	131	1	38	0
ENST00000688413.1	+	499	754	856	103	0	837f4be9-6097-4c28-8236-6949261f8785	256	ENST00000688413.1	754	0	6	101	1	2	0	397	0	0	0	499	102	1	46	0
ENST00000688413.1	+	307	754	845	92	0	70b65559-04b8-4150-99da-bcd1b6385168	256	ENST00000688413.1	754	0	4	91	1	1	0	215	0	0	0	307	92	1	48	0
ENST00000688413.1	+	930	754	947	194	0	ed18a35e-3042-4148-a6f5-c90a2593c2d1	256	ENST00000688413.1	754	0	23	183	2	11	0	745	0	0	0	930	185	1	16	0
ENST00000688413.1	+	683	754	860	107	0	4a70a7f5-fe1d-4698-9884-e58207889a7f	256	ENST00000688413.1	754	0	14	104	6	3	0	573	0	0	0	683	110	1	48	0
ENST00000688413.1	+	412	754	1050	297	0	2c990742-fd1e-48c9-92a7-e28b56f0823b	256	ENST00000688413.1	754	0	35	282	5	15	0	125	0	0	0	412	287	1	27	0
ENST00000688413.1	-	653	754	860	107	0	53105ffe-72a5-4ddc-93f8-b9d7a2802a83	272	ENST00000688413.1	754	0	8	107	4	0	0	542	0	0	0	653	111	1	32	0
ENST00000688413.1	-	376	754	833	80	0	16bab4f2-9545-4d60-b66f-2296c23c8d0a	272	ENST00000688413.1	754	0	5	80	2	0	0	294	0	0	0	376	82	1	50	0
ENST00000688413.1	-	415	754	876	123	0	002b3964-d38c-4a20-a56a-681f8e26d284	272	ENST00000688413.1	754	0	7	123	0	0	0	292	0	0	0	415	123	1	51	0
ENST00000688413.1	-	841	754	1032	279	0	b3fec880-a292-489e-9772-34910d461202	272	ENST00000688413.1	754	0	32	276	3	3	0	562	0	0	0	841	279	1	34	1
ENST00000688413.1	+	652	756	860	105	0	3ce53d68-f57e-4fcb-9c4f-e396c612cf05	256	ENST00000688413.1	756	0	8	104	0	1	0	548	0	0	0	652	104	1	51	0
ENST00000688413.1	-	390	756	860	105	0	dd285025-4ba9-4969-92c7-2c866ab6f4f3	272	ENST00000688413.1	756	0	8	104	4	1	0	282	0	0	0	390	108	1	55	0
ENST00000688413.1	+	946	758	878	121	0	a8ed57cc-1b31-40ad-a8a9-c21e8f631070	256	ENST00000688413.1	758	0	12	121	1	0	0	824	0	0	0	946	122	1	78	1
ENST00000688413.1	+	971	758	1050	293	0	625bca35-6516-4118-a5b2-d961f42c911d	256	ENST00000688413.1	758	0	34	283	11	10	0	677	0	0	0	971	294	1	31	1
ENST00000688413.1	+	1251	758	868	111	0	15469eca-35e1-4126-8c5b-db79d2fa6086	256	ENST00000688413.1	758	0	7	110	1	1	0	1140	0	0	0	1251	111	1	59	0
ENST00000688413.1	-	932	759	912	154	0	fda3ad61-94a2-4b16-8f73-0911948dab61	272	ENST00000688413.1	759	0	11	153	4	1	0	775	0	0	0	932	157	1	46	0
ENST00000688413.1	+	668	766	872	107	0	1aa35160-d702-4d77-9035-ae1bfcc5e8ef	256	ENST00000688413.1	766	0	8	107	1	0	0	560	0	0	0	668	108	1	60	0
ENST00000688413.1	-	512	766	973	208	0	58a208b4-63c9-4d2c-a4b3-784bb9299bb5	272	ENST00000688413.1	766	0	19	205	3	3	0	304	0	0	0	512	208	1	52	0
ENST00000688413.1	-	504	766	1020	255	0	9429ecf7-f2d0-4c6f-aaf3-dd567fe189c4	272	ENST00000688413.1	766	0	38	244	6	11	0	254	0	0	0	504	250	1	32	0
ENST00000688413.1	-	449	766	854	89	0	41188492-36f0-48fd-98aa-9fedb3821b2b	272	ENST00000688413.1	766	0	6	86	0	3	0	363	0	0	0	449	86	1	55	0
ENST00000688413.1	-	1088	767	887	121	0	26a77d32-0b4b-4bec-a1c4-9287768aef80	272	ENST00000688413.1	767	0	3	121	1	0	0	966	0	0	0	1088	122	1	33	1
ENST00000688413.1	-	736	768	903	136	0	fc22830d-43fe-4faf-bf75-3bfc07afadce	272	ENST00000688413.1	768	0	14	136	2	0	0	598	0	0	0	736	138	1	52	0
ENST00000688413.1	+	1345	769	1050	282	0	3130cbaf-cb91-4918-a418-b778a7981dc8	256	ENST00000688413.1	769	0	18	278	2	4	0	1065	0	0	0	1345	280	1	14	0
ENST00000688413.1	+	410	771	860	90	0	fa508736-9d9f-4a0e-a091-acafd13eb9d9	256	ENST00000688413.1	771	0	2	90	0	0	0	320	0	0	0	410	90	1	61	1
ENST00000688413.1	+	1734	771	860	90	0	f6ef59ef-4e1a-411a-b00a-4e1c05b09808	256	ENST00000688413.1	771	0	4	90	1	0	0	1643	0	0	0	1734	91	1	59	1
ENST00000688413.1	-	311	776	860	85	0	2cc4e2ba-d761-4dda-9620-be5e4b4ada49	272	ENST00000688413.1	776	0	3	83	0	2	0	228	0	0	0	311	83	1	53	0
ENST00000688413.1	+	472	777	860	84	0	8717024f-4be6-45ac-975f-922d80e0b593	256	ENST00000688413.1	777	0	4	84	2	0	0	386	0	0	0	472	86	1	39	0
ENST00000688413.1	-	747	777	1131	355	0	b6a3b6b0-0f21-46c0-b2c3-4a3cf9d01115	272	ENST00000688413.1	777	0	39	350	3	5	0	394	0	0	0	747	353	1	37	0
ENST00000688413.1	+	473	781	910	130	0	ca08c4ed-300c-4362-917c-ce1138535c89	256	ENST00000688413.1	781	0	11	128	1	2	0	344	0	0	0	473	129	1	21	0
ENST00000688413.1	-	2240	783	937	155	0	418775fe-c8f7-460a-a98c-cc58827edca4	272	ENST00000688413.1	783	0	14	154	3	1	0	2083	0	0	0	2240	157	1	37	0
ENST00000688413.1	+	1300	786	860	75	0	47541a4d-9041-4603-8d4a-24883ab97f0d	256	ENST00000688413.1	786	0	3	73	0	2	0	1227	0	0	0	1300	73	1	37	1
ENST00000688413.1	+	266	787	860	74	0	f108d16a-da90-41c1-8c35-769ee6d349ed	256	ENST00000688413.1	787	0	5	74	2	0	0	190	0	0	0	266	76	1	19	0
ENST00000688413.1	+	615	791	1047	257	0	c0cb492e-824d-4059-9348-919f29d97615	256	ENST00000688413.1	791	0	37	250	10	7	0	355	0	0	0	615	260	1	81	1
ENST00000688413.1	+	1118	792	840	49	0	47555bf5-01b7-474f-ace0-e3ba7129f033	256	ENST00000688413.1	792	0	0	49	0	0	0	1069	0	0	0	1118	49	1	26	0
ENST00000688413.1	-	876	796	1085	290	0	a16eceaa-f034-496f-ae8c-182f1ef61d80	272	ENST00000688413.1	796	0	43	276	2	14	0	598	0	0	0	876	278	1	68	2
ENST00000688413.1	-	519	799	857	59	0	b332f6ca-5692-4c2b-bffa-ce7cf042e614	272	ENST00000688413.1	799	0	0	59	0	0	0	460	0	0	0	519	59	1	29	1
ENST00000688413.1	-	909	799	872	74	0	85d41f43-8fda-4e2b-850e-e40cb540c27c	272	ENST00000688413.1	799	0	0	74	0	0	0	835	0	0	0	909	74	1	44	0
ENST00000688413.1	+	1083	800	937	138	0	0842139b-e7f0-4c98-ba8e-8c4281ca9f10	256	ENST00000688413.1	800	0	8	136	2	2	0	945	0	0	0	1083	138	1	25	0
ENST00000688413.1	-	958	803	1048	246	0	bdcd1b27-ae0b-46a8-af65-d3c4d907a40e	272	ENST00000688413.1	803	0	15	243	2	3	0	713	0	0	0	958	245	1	14	1
ENST00000688413.1	+	428	805	1029	225	0	0ee3ac74-ce66-46b6-bab6-635b11125081	256	ENST00000688413.1	805	0	32	212	5	13	0	211	0	0	0	428	217	1	22	0
ENST00000688413.1	+	907	805	925	121	0	2acd385b-828d-4a85-b5a6-c412dc42102d	256	ENST00000688413.1	805	0	10	119	1	2	0	787	0	0	0	907	120	1	22	0
ENST00000688413.1	+	897	805	870	66	0	aa48d3a9-1a2a-4b7e-a1c1-d8da98f4f134	256	ENST00000688413.1	805	0	2	66	0	0	0	831	0	0	0	897	66	1	29	1
ENST00000688413.1	+	232	805	860	56	0	e60b9c4a-edd5-436e-a622-a423aba06c85	0	ENST00000688413.1	805	0	0	56	0	0	0	176	0	0	0	232	56	1	34	0
ENST00000688413.1	-	314	805	904	100	0	676af03f-4096-44bc-b934-f82f1c72b4a1	272	ENST00000688413.1	805	0	4	99	1	1	0	214	0	0	0	314	100	1	42	0
ENST00000688413.1	-	704	805	1133	329	0	b6523bc2-54a4-45ca-ae5d-36003857db56	272	ENST00000688413.1	805	0	38	323	8	6	0	373	0	0	0	704	331	1	18	0
ENST00000688413.1	-	474	805	851	47	0	815e9c87-c6aa-4c06-a3a8-2b7668cde20b	272	ENST00000688413.1	805	0	0	47	0	0	0	427	0	0	0	474	47	1	21	0
ENST00000688413.1	-	1098	805	1024	220	0	ac06f355-a1e2-49c4-b631-3ca68061c0d1	272	ENST00000688413.1	805	0	17	213	3	7	0	882	0	0	0	1098	216	1	31	1
ENST00000688413.1	-	533	805	1077	273	0	90c43abb-8ace-49c8-adb8-bc2e514e1fbc	272	ENST00000688413.1	805	0	47	264	10	9	0	259	0	0	0	533	274	1	30	0
ENST00000688413.1	-	385	805	879	75	0	f19148a4-996a-40b4-8223-811ab24952ca	272	ENST00000688413.1	805	0	3	75	0	0	0	310	0	0	0	385	75	1	22	0
ENST00000688413.1	-	946	805	943	139	0	0d04e93e-5c14-491f-a56d-1da0cb39f52b	272	ENST00000688413.1	805	0	7	139	2	0	0	805	0	0	0	946	141	1	32	1
ENST00000688413.1	-	786	805	966	162	0	5e5e4a9b-07ad-45f4-813e-007fb0f483a0	272	ENST00000688413.1	805	0	24	159	3	3	0	624	0	0	0	786	162	1	10	0
ENST00000688413.1	+	1686	806	1050	245	0	d8e19cb7-9ccd-4b36-9f16-e8ae09abada8	256	ENST00000688413.1	806	0	11	244	2	1	0	1440	0	0	0	1686	246	1	17	0
ENST00000688413.1	-	1379	810	1050	241	0	8a13a77e-1941-49aa-88ec-a59962dba230	272	ENST00000688413.1	810	0	11	239	1	2	0	1139	0	0	0	1379	240	1	20	1
ENST00000688413.1	-	1427	811	1047	237	0	0993c0e5-8586-49f9-ac00-53fd63209322	272	ENST00000688413.1	811	0	30	232	12	5	0	1183	0	0	0	1427	244	1	49	0
ENST00000688413.1	+	980	812	1047	236	0	d06cd8f2-3414-4d18-a3f2-967564da8670	256	ENST00000688413.1	812	0	25	231	8	5	0	741	0	0	0	980	239	1	29	0
ENST00000688413.1	+	610	812	1050	239	0	2fa76d78-01a0-4ba9-b203-71bae11fe1b2	256	ENST00000688413.1	812	0	28	235	7	4	0	368	0	0	0	610	242	1	22	0
ENST00000688413.1	-	438	812	1044	233	0	467cb2ef-6bc0-48dc-8da3-0ec8399cce10	272	ENST00000688413.1	812	0	18	229	9	4	0	200	0	0	0	438	238	1	16	0
ENST00000688413.1	-	1008	812	894	83	0	5df62cf7-2a92-405e-a9d7-f71f095850d2	272	ENST00000688413.1	812	0	4	83	1	0	0	924	0	0	0	1008	84	1	30	0
ENST00000688413.1	-	1003	812	1050	239	0	9472e670-4702-42e2-89ab-8b38a8984ae5	272	ENST00000688413.1	812	0	28	237	4	2	0	762	0	0	0	1003	241	1	59	1
ENST00000688413.1	+	827	826	1052	227	0	2b1c875d-59d3-4386-a6ac-6ad6820104f9	256	ENST00000688413.1	826	0	40	218	17	9	0	592	0	0	0	827	235	1	28	1
ENST00000688413.1	+	478	827	1050	224	0	94d93c45-057a-4ddc-b4cf-00fe1c1fd9ba	256	ENST00000688413.1	827	0	39	215	11	9	0	252	0	0	0	478	226	1	30	0
ENST00000688413.1	+	599	827	1085	259	0	91dd84ca-7a5f-4341-af55-1cddf400b39d	256	ENST00000688413.1	827	0	29	255	4	4	0	340	0	0	0	599	259	1	22	0
ENST00000688413.1	+	359	827	1050	224	0	607e1f52-cadd-49e5-8529-cc0c6ace601e	256	ENST00000688413.1	827	0	28	220	7	4	0	132	0	0	0	359	227	1	30	0
ENST00000688413.1	+	412	827	1050	224	0	e95b3851-2892-4efb-bce5-11ca9277bdfc	256	ENST00000688413.1	827	0	20	220	3	4	0	189	0	0	0	412	223	1	35	0
ENST00000688413.1	+	296	827	932	106	0	10cbc0d7-eb4a-4657-8405-39b80ae6f988	256	ENST00000688413.1	827	0	7	103	1	3	0	192	0	0	0	296	104	1	43	0
ENST00000688413.1	+	577	827	1033	207	0	d7b62372-f83b-4004-8502-ddbbb529fea1	256	ENST00000688413.1	827	0	25	203	2	4	0	372	0	0	0	577	205	1	45	1
ENST00000688413.1	-	351	827	1044	218	0	f93f7ed8-d6c2-433a-a2d0-cae40168fc1e	272	ENST00000688413.1	827	0	21	213	1	5	0	137	0	0	0	351	214	1	18	0
ENST00000688413.1	-	1737	827	929	103	0	efc45605-758d-4cab-9e20-f7fe95c056ba	272	ENST00000688413.1	827	0	9	99	3	4	0	1635	0	0	0	1737	102	1	19	0
ENST00000688413.1	-	297	828	908	81	0	eac66ae0-e7fa-4d7d-8f3d-e7d4597a0d1f	272	ENST00000688413.1	828	0	3	81	0	0	0	216	0	0	0	297	81	1	50	0
ENST00000688413.1	-	740	834	1047	214	0	8625e148-ccd6-4ba0-a9cb-95021e7ad0c0	272	ENST00000688413.1	834	0	17	210	3	4	0	527	0	0	0	740	213	1	22	0
ENST00000688413.1	-	293	835	999	165	0	18abadfa-ad8b-49c9-97b9-d6fb38df698b	272	ENST00000688413.1	835	0	18	161	3	4	0	129	0	0	0	293	164	1	21	0
ENST00000688413.1	+	406	836	1050	215	0	b8a943bb-e8ea-45c3-af73-54be2e3c0394	256	ENST00000688413.1	836	0	13	212	0	3	0	194	0	0	0	406	212	1	19	0
ENST00000688413.1	+	391	842	1048	207	0	c06ddb62-d9ce-452a-9ed5-54c87b11dcd6	256	ENST00000688413.1	842	0	26	204	4	3	0	183	0	0	0	391	208	1	56	0
ENST00000688413.1	-	655	843	953	111	0	e62f2d4c-b836-4698-b64e-46d6ce795a64	272	ENST00000688413.1	843	0	12	111	5	0	0	539	0	0	0	655	116	1	42	1
ENST00000688413.1	-	1583	844	1034	191	0	74099e64-bd2f-4dc0-a947-f55d4264a1e0	272	ENST00000688413.1	844	0	18	187	2	4	0	1394	0	0	0	1583	189	1	31	0
ENST00000688413.1	-	327	880	1050	171	0	c4f21106-3873-4a78-ba8b-27905f478425	272	ENST00000688413.1	880	0	15	167	0	4	0	160	0	0	0	327	167	1	17	0
ENST00000688413.1	+	359	888	1050	163	0	6aa0846d-aa27-4266-947f-6e7f8491a5c3	256	ENST00000688413.1	888	0	15	163	4	0	0	192	0	0	0	359	167	1	19	0
ENST00000688413.1	+	336	901	1050	150	0	83d58e7d-9a02-445c-b14b-b0a8a85d7ddb	256	ENST00000688413.1	901	0	13	147	0	3	0	189	0	0	0	336	147	1	37	0
ENST00000688413.1	+	824	901	1140	240	0	39770ef2-5976-4f2d-b846-837b223bc541	256	ENST00000688413.1	901	0	48	228	7	12	0	589	0	0	0	824	235	1	52	0
ENST00000688413.1	+	453	901	1090	190	0	189b4373-8e12-4aef-ac9d-c2f1c47b888d	256	ENST00000688413.1	901	0	21	185	2	5	0	266	0	0	0	453	187	1	18	0
ENST00000688413.1	+	344	910	1129	220	0	97488814-3ceb-44bf-af3c-03571f16e80a	256	ENST00000688413.1	910	0	25	214	1	6	0	129	0	0	0	344	215	1	17	0
ENST00000688413.1	+	427	910	995	86	0	7b98fa48-95eb-4e8e-ac39-b84f33b4943c	256	ENST00000688413.1	910	0	5	86	0	0	0	341	0	0	0	427	86	1	42	0
ENST00000688413.1	+	323	910	1050	141	0	0fd39cdc-08fa-4674-a963-2ee0957e57e1	256	ENST00000688413.1	910	0	14	135	3	6	0	185	0	0	0	323	138	1	42	0
ENST00000688413.1	-	365	910	1089	180	0	20696ae5-5051-4aa2-8675-15ad277c6ad6	272	ENST00000688413.1	910	0	20	174	0	6	0	191	0	0	0	365	174	1	24	0
ENST00000688413.1	+	322	920	1050	131	0	3bbf4e02-4992-463e-9b75-4b40d761a6ca	256	ENST00000688413.1	920	0	14	130	1	1	0	191	0	0	0	322	131	1	46	0
ENST00000688413.1	-	1366	933	1084	152	0	0e434e8d-b3ff-43b5-aee7-272bd51a1608	272	ENST00000688413.1	933	0	21	145	3	7	0	1218	0	0	0	1366	148	1	22	0
ENST00000688413.1	-	1425	939	1144	206	0	e04a8483-1f4a-4a6a-8df9-feba12e128c9	272	ENST00000688413.1	939	0	36	191	5	15	0	1229	0	0	0	1425	196	1	40	1
ENST00000688413.1	-	530	939	1048	110	0	7e1e0c00-201b-41b2-9c85-7417f9792589	272	ENST00000688413.1	939	0	8	108	4	2	0	418	0	0	0	530	112	1	31	0
ENST00000688413.1	-	642	950	1050	101	0	d800ddf5-259d-4705-be85-a258c3b313d8	272	ENST00000688413.1	950	0	3	100	1	1	0	541	0	0	0	642	101	1	48	0
ENST00000688413.1	+	307	951	1050	100	0	eacd65f0-a1be-4344-a03e-e72e35f89096	256	ENST00000688413.1	951	0	8	100	2	0	0	205	0	0	0	307	102	1	38	0
ENST00000688413.1	-	402	951	1050	100	0	471f1109-6a5c-4287-8f25-0ba1ce7fd8b4	272	ENST00000688413.1	951	0	12	90	0	10	0	312	0	0	0	402	90	1	71	1
ENST00000688413.1	-	1864	951	1112	162	0	3f4e80c1-77fc-435d-83b2-b4141bfa3ab9	272	ENST00000688413.1	951	0	37	142	1	20	0	1721	0	0	0	1864	143	1	35	1
ENST00000688413.1	-	595	951	1095	145	0	602f9e2e-dd17-4099-a0d2-c575befd8b58	272	ENST00000688413.1	951	0	15	141	3	4	0	451	0	0	0	595	144	1	30	0
ENST00000688413.1	-	965	962	1063	102	0	aca8a3da-60de-48e2-9976-fded18d8ff04	272	ENST00000688413.1	962	0	8	101	3	1	0	861	0	0	0	965	104	1	42	1
ENST00000688413.1	+	517	969	1051	83	0	ab63f017-af71-4570-ac97-652cd55d0882	0	ENST00000688413.1	969	1	2	82	0	1	0	435	0	0	0	517	82	1	45	1
ENST00000688413.1	-	1224	970	1057	88	0	50efc1c6-e894-4fcb-8a18-b4c3886c087d	272	ENST00000688413.1	970	0	7	86	2	2	0	1136	0	0	0	1224	88	1	45	1
ENST00000688413.1	+	469	977	1149	173	0	55ba45af-b2be-4dac-b118-3e2d1afbc5ed	256	ENST00000688413.1	977	0	16	170	2	3	0	297	0	0	0	469	172	1	29	0
ENST00000688413.1	+	626	978	1050	73	0	2ab5f26b-bb51-4f1c-9e6c-1f26c9347f0b	256	ENST00000688413.1	978	0	2	73	1	0	0	552	0	0	0	626	74	1	48	1
ENST00000688413.1	+	598	985	1046	62	0	6402647a-b209-4c78-8a59-dfccb65a8bd3	256	ENST00000688413.1	985	0	2	62	0	0	0	536	0	0	0	598	62	1	39	0
ENST00000688413.1	+	956	987	1151	165	0	6b7b08d1-5ac7-4791-8002-a396dced32fb	256	ENST00000688413.1	987	0	10	165	1	0	0	790	0	0	0	956	166	1	17	0
ENST00000688413.1	+	2468	989	1140	152	0	5d1565b2-bf89-46ab-a674-b2d908ff9c55	256	ENST00000688413.1	989	0	22	148	8	4	0	2312	0	0	0	2468	156	1	52	0
ENST00000688413.1	-	325	989	1135	147	0	37ee42ea-8d28-432a-a066-8817ffc65084	272	ENST00000688413.1	989	0	18	139	1	8	0	185	0	0	0	325	140	1	23	0
ENST00000688413.1	-	614	1007	1068	62	0	4c044875-2d9b-4799-94ad-33cb7e9eee83	272	ENST00000688413.1	1007	0	4	62	0	0	0	552	0	0	0	614	62	1	39	0
ENST00000688413.1	+	843	1008	1156	149	0	7d5ecc88-7916-4433-b003-721be1949a4a	256	ENST00000688413.1	1008	0	13	143	1	6	0	699	0	0	0	843	144	1	24	0
ENST00000688413.1	-	2051	1010	1086	77	0	3a855e25-6609-43b4-bc64-d0d583a5f192	272	ENST00000688413.1	1010	0	5	74	0	3	0	1977	0	0	0	2051	74	1	54	0
ENST00000688413.1	+	389	1055	1162	108	0	08e7907f-17a6-41bd-b78b-0e91fbfe5445	256	ENST00000688413.1	1055	0	11	106	0	2	0	283	0	0	0	389	106	1	27	0
ENST00000263095.10	-	1487	574	671	98	0	70022e5b-4b88-4d80-a014-4c9dbb5d108c	16	ENST00000263095.10	574	23	3	97	0	1	0	1390	0	0	0	1487	97	1	0	0
ENST00000263095.10	-	536	862	1073	212	0	8304f019-0007-468d-b504-bcbed7290b33	16	ENST00000263095.10	862	60	5	210	2	2	0	324	0	0	0	536	212	1	0	1
ENST00000263095.10	+	98	946	1044	99	0	8304f019-0007-468d-b504-bcbed7290b33	2048	ENST00000263095.10	946	47	2	98	0	1	0	0	438	0	0	536	98	1	0	1
ENST00000445597.6	-	645	5236	5384	149	0	4d9bd121-185d-43a6-8a59-42d651587a8c	272	ENST00000445597.6	5236	0	12	148	3	1	0	494	0	0	0	645	151	1	3	0
ENST00000430092.5	-	645	6666	6814	149	0	4d9bd121-185d-43a6-8a59-42d651587a8c	272	ENST00000430092.5	6666	0	12	148	3	1	0	494	0	0	0	645	151	1	3	0
ENST00000682510.1	-	645	6711	6859	149	0	4d9bd121-185d-43a6-8a59-42d651587a8c	16	ENST00000682510.1	6711	0	12	148	3	1	0	494	0	0	0	645	151	1	3	0
ENST00000439375.6	-	645	6451	6599	149	0	4d9bd121-185d-43a6-8a59-42d651587a8c	272	ENST00000439375.6	6451	0	12	148	3	1	0	494	0	0	0	645	151	1	3	0
ENST00000453375.1	+	1593	260	405	146	0	e0d72193-cec8-45ab-adf2-ab79f53b3b2f	256	ENST00000453375.1	260	0	12	145	2	1	0	1446	0	0	0	1593	147	1	21	0
ENST00000453375.1	-	123	260	385	126	0	078d57e4-de7d-48a7-bce2-b0ebf3830ff5	2064	ENST00000453375.1	260	22	21	122	1	4	0	0	1213	0	0	1336	123	1	29	2
ENST00000414468.3	-	467	3986	4271	286	0	df09337d-656a-4dc8-b5f4-b4e5cc2c17ad	16	ENST00000414468.3	3986	60	18	277	7	9	0	183	0	0	0	467	284	1	0	0
